,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,Datetime,yr,mo,day
7760,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,1,0,2011-09-12,2011,9,12
7761,CULEX RESTUANS,T083,41.754292,-87.590773,2,0,2011-09-12,2011,9,12
7762,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,12,0,2011-09-12,2011,9,12
7763,CULEX RESTUANS,T114,41.798697,-87.736812,9,0,2011-09-12,2011,9,12
7764,CULEX PIPIENS,T114,41.798697,-87.736812,2,0,2011-09-12,2011,9,12
7765,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,13,0,2011-09-12,2011,9,12
7766,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,17,0,2011-09-12,2011,9,12
7767,CULEX RESTUANS,T063,41.82561,-87.726549,4,0,2011-09-12,2011,9,12
7768,CULEX TERRITANS,T063,41.82561,-87.726549,1,0,2011-09-12,2011,9,12
7769,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,13,0,2011-09-12,2011,9,12
7770,CULEX RESTUANS,T138,41.726465000000005,-87.585413,1,0,2011-09-12,2011,9,12
7771,CULEX PIPIENS,T138,41.726465000000005,-87.585413,2,0,2011-09-12,2011,9,12
7772,CULEX TERRITANS,T138,41.726465000000005,-87.585413,1,0,2011-09-12,2011,9,12
7773,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,10,0,2011-09-12,2011,9,12
7774,CULEX RESTUANS,T200,41.678618,-87.559308,5,0,2011-09-12,2011,9,12
7775,CULEX PIPIENS,T200,41.678618,-87.559308,1,0,2011-09-12,2011,9,12
7776,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,2,0,2011-09-12,2011,9,12
7777,CULEX RESTUANS,T209,41.740641,-87.546587,6,0,2011-09-12,2011,9,12
7778,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,2,0,2011-09-12,2011,9,12
7779,CULEX RESTUANS,T212,41.680946,-87.535198,2,0,2011-09-12,2011,9,12
7780,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,3,0,2011-09-12,2011,9,12
7781,CULEX RESTUANS,T102,41.750498,-87.605294,2,0,2011-09-12,2011,9,12
7782,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,18,0,2011-09-12,2011,9,12
7783,CULEX RESTUANS,T027,41.984809000000006,-87.728492,24,0,2011-09-12,2011,9,12
7784,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,3,0,2011-09-12,2011,9,12
7785,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,9,0,2011-09-12,2011,9,12
7786,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,24,1,2011-09-12,2011,9,12
7787,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,10,0,2011-09-12,2011,9,12
7788,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,5,0,2011-09-12,2011,9,12
7789,CULEX RESTUANS,T900,41.974689,-87.890615,5,0,2011-09-12,2011,9,12
7790,CULEX RESTUANS,T900,41.974689,-87.890615,1,0,2011-09-12,2011,9,12
7791,CULEX RESTUANS,T900,41.974689,-87.890615,1,1,2011-09-12,2011,9,12
7792,CULEX RESTUANS,T900,41.974689,-87.890615,5,0,2011-09-12,2011,9,12
7793,CULEX RESTUANS,T900,41.974689,-87.890615,1,0,2011-09-12,2011,9,12
7794,CULEX PIPIENS,T900,41.974689,-87.890615,2,0,2011-09-12,2011,9,12
7795,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,30,0,2011-09-12,2011,9,12
7796,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,6,0,2011-09-12,2011,9,12
7797,CULEX RESTUANS,T903,41.957799,-87.930995,5,0,2011-09-12,2011,9,12
7798,CULEX RESTUANS,T903,41.957799,-87.930995,2,0,2011-09-12,2011,9,12
7799,CULEX PIPIENS,T903,41.957799,-87.930995,1,0,2011-09-12,2011,9,12
7800,CULEX PIPIENS,T903,41.957799,-87.930995,1,0,2011-09-12,2011,9,12
7801,CULEX PIPIENS/RESTUANS,T222,41.925197999999995,-87.746381,3,0,2011-09-12,2011,9,12
7802,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,8,0,2011-09-12,2011,9,12
7803,CULEX RESTUANS,T223,41.973845000000004,-87.805059,2,0,2011-09-12,2011,9,12
7804,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,12,0,2011-09-12,2011,9,12
7805,CULEX PIPIENS/RESTUANS,T224,41.947227000000005,-87.67145699999999,1,0,2011-09-12,2011,9,12
7806,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,5,0,2011-09-12,2011,9,12
7807,CULEX PIPIENS/RESTUANS,T230,41.904194,-87.756155,24,1,2011-09-12,2011,9,12
7808,CULEX RESTUANS,T230,41.904194,-87.756155,1,0,2011-09-12,2011,9,12
7809,CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,4,0,2011-09-12,2011,9,12
7810,CULEX RESTUANS,T035,41.763733,-87.742302,1,0,2011-09-12,2011,9,12
7811,CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,1,0,2011-09-12,2011,9,12
7812,CULEX RESTUANS,T232,41.912563,-87.66805500000001,1,0,2011-09-12,2011,9,12
7813,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,10,0,2011-09-12,2011,9,12
7814,CULEX RESTUANS,T233,42.009876,-87.807277,5,0,2011-09-12,2011,9,12
7815,CULEX PIPIENS,T233,42.009876,-87.807277,1,0,2011-09-12,2011,9,12
7816,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,2,0,2011-09-12,2011,9,12
7817,CULEX TERRITANS,T235,41.776428,-87.627096,1,0,2011-09-12,2011,9,12
7818,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,1,0,2011-09-12,2011,9,12
7819,CULEX RESTUANS,T236,41.994679,-87.770899,1,0,2011-09-12,2011,9,12
7820,CULEX PIPIENS/RESTUANS,T237,41.738903,-87.69544300000001,4,0,2011-09-12,2011,9,12
7821,CULEX PIPIENS/RESTUANS,T238,41.753391,-87.707394,10,0,2011-09-12,2011,9,12
7822,CULEX RESTUANS,T238,41.753391,-87.707394,1,0,2011-09-12,2011,9,12
7823,CULEX TERRITANS,T238,41.753391,-87.707394,1,0,2011-09-12,2011,9,12
7824,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,2,0,2011-09-16,2011,9,16
7825,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,3,0,2011-09-16,2011,9,16
7826,CULEX PIPIENS,T046,41.891118,-87.65449100000001,1,0,2011-09-16,2011,9,16
7827,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,6,0,2011-09-16,2011,9,16
7828,CULEX RESTUANS,T048,41.867108,-87.654224,5,0,2011-09-16,2011,9,16
7829,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,10,0,2011-09-16,2011,9,16
7830,CULEX RESTUANS,T049,41.896282,-87.655232,3,0,2011-09-16,2011,9,16
7831,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,1,0,2011-09-16,2011,9,16
7832,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,2011-09-16,2011,9,16
7833,CULEX PIPIENS,T094,41.720848,-87.666014,4,0,2011-09-16,2011,9,16
7834,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,13,0,2011-09-16,2011,9,16
7835,CULEX PIPIENS,T011,41.944869,-87.832763,3,0,2011-09-16,2011,9,16
7836,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,9,0,2011-09-16,2011,9,16
7837,CULEX PIPIENS,T028,41.986921,-87.689778,1,0,2011-09-16,2011,9,16
7838,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,43,0,2011-09-16,2011,9,16
7839,CULEX RESTUANS,T031,41.801497999999995,-87.763416,7,0,2011-09-16,2011,9,16
7840,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,11,0,2011-09-16,2011,9,16
7841,CULEX RESTUANS,T033,41.906638,-87.701431,1,0,2011-09-16,2011,9,16
7842,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,3,0,2011-09-16,2011,9,16
7843,CULEX RESTUANS,T135,41.662014,-87.72460799999999,1,0,2011-09-16,2011,9,16
7844,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,12,0,2011-09-16,2011,9,16
7845,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,2,0,2011-09-16,2011,9,16
7846,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,19,0,2011-09-16,2011,9,16
7847,CULEX RESTUANS,T151,41.916265,-87.800515,3,0,2011-09-16,2011,9,16
7848,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,1,0,2011-09-16,2011,9,16
7849,CULEX PIPIENS,T152,41.846075,-87.716277,1,0,2011-09-16,2011,9,16
7850,CULEX RESTUANS,T158,41.682587,-87.707973,1,0,2011-09-16,2011,9,16
7851,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,9,0,2011-09-16,2011,9,16
7852,CULEX PIPIENS,T003,41.964242,-87.757639,1,0,2011-09-16,2011,9,16
7853,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,1,0,2011-09-16,2011,9,16
7854,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,1,0,2011-09-16,2011,9,16
7855,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,1,0,2011-09-16,2011,9,16
7856,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,18,0,2011-09-16,2011,9,16
7857,CULEX RESTUANS,T047,41.868142,-87.696269,3,0,2011-09-16,2011,9,16
7858,CULEX PIPIENS,T047,41.868142,-87.696269,2,0,2011-09-16,2011,9,16
7859,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,1,0,2011-09-16,2011,9,16
7860,CULEX RESTUANS,T013,41.923738,-87.785288,1,0,2011-09-16,2011,9,16
7861,CULEX PIPIENS,T013,41.923738,-87.785288,1,0,2011-09-16,2011,9,16
7862,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,6,0,2011-09-16,2011,9,16
7863,CULEX RESTUANS,T030,41.899229999999996,-87.716788,13,0,2011-09-16,2011,9,16
7864,CULEX PIPIENS,T030,41.899229999999996,-87.716788,6,0,2011-09-16,2011,9,16
7865,CULEX TARSALIS,T030,41.899229999999996,-87.716788,1,0,2011-09-16,2011,9,16
7866,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,11,0,2011-09-16,2011,9,16
7867,CULEX TARSALIS,T017,41.960615999999995,-87.777189,2,0,2011-09-16,2011,9,16
7868,CULEX RESTUANS,T061,41.801179,-87.679447,5,0,2011-09-16,2011,9,16
7869,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,13,0,2011-09-16,2011,9,16
7870,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,3,0,2011-09-16,2011,9,16
7871,CULEX RESTUANS,T065,41.778296999999995,-87.752411,1,0,2011-09-16,2011,9,16
7872,CULEX PIPIENS,T065,41.778296999999995,-87.752411,3,0,2011-09-16,2011,9,16
7873,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,2,0,2011-09-16,2011,9,16
7874,CULEX RESTUANS,T066,41.77166,-87.703047,8,0,2011-09-16,2011,9,16
7875,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,1,0,2011-09-16,2011,9,16
7876,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,2,0,2011-09-16,2011,9,16
7877,CULEX RESTUANS,T074,41.822536,-87.66634300000001,2,0,2011-09-16,2011,9,16
7878,CULEX RESTUANS,T079,41.766202,-87.562889,4,0,2011-09-16,2011,9,16
7879,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,7,0,2011-09-16,2011,9,16
7880,CULEX PIPIENS,T080,41.754676,-87.612922,2,0,2011-09-16,2011,9,16
7881,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.62779599999999,5,0,2011-09-16,2011,9,16
7882,CULEX PIPIENS/RESTUANS,T082,41.803422999999995,-87.642984,36,0,2011-09-16,2011,9,16
7883,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,9,1,2011-09-16,2011,9,16
7884,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,36,1,2011-09-16,2011,9,16
7885,CULEX RESTUANS,T114,41.798697,-87.736812,10,0,2011-09-16,2011,9,16
7886,CULEX PIPIENS,T114,41.798697,-87.736812,1,0,2011-09-16,2011,9,16
7887,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,3,0,2011-09-16,2011,9,16
7888,CULEX RESTUANS,T063,41.82561,-87.726549,1,0,2011-09-16,2011,9,16
7889,CULEX TARSALIS,T063,41.82561,-87.726549,1,0,2011-09-16,2011,9,16
7890,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,9,0,2011-09-16,2011,9,16
7891,CULEX PIPIENS,T115,41.673408,-87.599862,1,0,2011-09-16,2011,9,16
7892,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,14,0,2011-09-16,2011,9,16
7893,CULEX RESTUANS,T138,41.726465000000005,-87.585413,4,0,2011-09-16,2011,9,16
7894,CULEX PIPIENS,T138,41.726465000000005,-87.585413,8,0,2011-09-16,2011,9,16
7895,CULEX PIPIENS/RESTUANS,T200,41.678618,-87.559308,1,0,2011-09-16,2011,9,16
7896,CULEX RESTUANS,T200,41.678618,-87.559308,6,0,2011-09-16,2011,9,16
7897,CULEX TARSALIS,T209,41.740641,-87.546587,1,0,2011-09-16,2011,9,16
7898,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,2,0,2011-09-16,2011,9,16
7899,CULEX PIPIENS,T099,41.733643,-87.55551,1,0,2011-09-16,2011,9,16
7900,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,1,0,2011-09-16,2011,9,16
7901,CULEX RESTUANS,T027,41.984809000000006,-87.728492,1,0,2011-09-16,2011,9,16
7902,CULEX PIPIENS/RESTUANS,T221,41.659112,-87.53869300000001,3,0,2011-09-16,2011,9,16
7903,CULEX RESTUANS,T221,41.659112,-87.53869300000001,1,0,2011-09-16,2011,9,16
7904,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,8,0,2011-09-16,2011,9,16
7905,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,12,0,2011-09-16,2011,9,16
7906,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,13,0,2011-09-16,2011,9,16
7907,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,23,0,2011-09-16,2011,9,16
7908,CULEX RESTUANS,T900,41.974689,-87.890615,11,0,2011-09-16,2011,9,16
7909,CULEX PIPIENS,T900,41.974689,-87.890615,11,0,2011-09-16,2011,9,16
7910,CULEX PIPIENS,T900,41.974689,-87.890615,29,0,2011-09-16,2011,9,16
7911,CULEX PIPIENS,T900,41.974689,-87.890615,18,0,2011-09-16,2011,9,16
7912,CULEX PIPIENS,T900,41.974689,-87.890615,26,0,2011-09-16,2011,9,16
7913,CULEX PIPIENS,T900,41.974689,-87.890615,3,0,2011-09-16,2011,9,16
7914,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,23,0,2011-09-16,2011,9,16
7915,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,1,0,2011-09-16,2011,9,16
7916,CULEX RESTUANS,T903,41.957799,-87.930995,3,0,2011-09-16,2011,9,16
7917,CULEX RESTUANS,T903,41.957799,-87.930995,6,0,2011-09-16,2011,9,16
7918,CULEX PIPIENS,T903,41.957799,-87.930995,31,0,2011-09-16,2011,9,16
7919,CULEX PIPIENS,T903,41.957799,-87.930995,16,1,2011-09-16,2011,9,16
7920,CULEX PIPIENS/RESTUANS,T222,41.925197999999995,-87.746381,4,0,2011-09-16,2011,9,16
7921,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,9,0,2011-09-16,2011,9,16
7922,CULEX RESTUANS,T223,41.973845000000004,-87.805059,7,0,2011-09-16,2011,9,16
7923,CULEX PIPIENS/RESTUANS,T225,41.743402,-87.731435,2,0,2011-09-16,2011,9,16
7924,CULEX RESTUANS,T225,41.743402,-87.731435,7,0,2011-09-16,2011,9,16
7925,CULEX PIPIENS/RESTUANS,T227,41.728495,-87.60096300000001,10,0,2011-09-16,2011,9,16
7926,CULEX RESTUANS,T227,41.728495,-87.60096300000001,4,0,2011-09-16,2011,9,16
7927,CULEX PIPIENS/RESTUANS,T226,41.793818,-87.654234,1,0,2011-09-16,2011,9,16
7928,CULEX RESTUANS,T226,41.793818,-87.654234,4,0,2011-09-16,2011,9,16
7929,CULEX RESTUANS,T230,41.904194,-87.756155,1,0,2011-09-16,2011,9,16
7930,CULEX PIPIENS/RESTUANS,T228,41.951865999999995,-87.72505699999999,2,0,2011-09-16,2011,9,16
7931,CULEX RESTUANS,T228,41.951865999999995,-87.72505699999999,2,0,2011-09-16,2011,9,16
7932,CULEX RESTUANS,T035,41.763733,-87.742302,1,0,2011-09-16,2011,9,16
7933,CULEX PIPIENS/RESTUANS,T232,41.912563,-87.66805500000001,3,0,2011-09-16,2011,9,16
7934,CULEX RESTUANS,T232,41.912563,-87.66805500000001,2,0,2011-09-16,2011,9,16
7935,CULEX PIPIENS/RESTUANS,T233,42.009876,-87.807277,19,0,2011-09-16,2011,9,16
7936,CULEX RESTUANS,T233,42.009876,-87.807277,6,0,2011-09-16,2011,9,16
7937,CULEX PIPIENS,T233,42.009876,-87.807277,12,0,2011-09-16,2011,9,16
7938,CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,7,0,2011-09-16,2011,9,16
7939,CULEX RESTUANS,T235,41.776428,-87.627096,3,0,2011-09-16,2011,9,16
7940,CULEX PIPIENS/RESTUANS,T236,41.994679,-87.770899,2,0,2011-09-16,2011,9,16
7941,CULEX PIPIENS/RESTUANS,T237,41.738903,-87.69544300000001,13,0,2011-09-16,2011,9,16
7942,CULEX PIPIENS/RESTUANS,T238,41.753391,-87.707394,9,0,2011-09-16,2011,9,16
7943,CULEX RESTUANS,T238,41.753391,-87.707394,3,0,2011-09-16,2011,9,16
7944,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,13,1,2011-09-23,2011,9,23
7945,CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2011-09-23,2011,9,23
7946,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,2,0,2011-09-23,2011,9,23
7947,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,9,0,2011-09-23,2011,9,23
7948,CULEX RESTUANS,T048,41.867108,-87.654224,5,0,2011-09-23,2011,9,23
7949,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,2,0,2011-09-23,2011,9,23
7950,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,13,0,2011-09-23,2011,9,23
7951,CULEX RESTUANS,T054,41.921965,-87.632085,1,0,2011-09-23,2011,9,23
7952,CULEX RESTUANS,T054,41.921965,-87.632085,5,0,2011-09-23,2011,9,23
7953,CULEX PIPIENS/RESTUANS,T159,41.732984,-87.649642,3,0,2011-09-23,2011,9,23
7954,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2011-09-23,2011,9,23
7955,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,6,0,2011-09-23,2011,9,23
7956,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2011-09-23,2011,9,23
7957,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,3,0,2011-09-23,2011,9,23
7958,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,27,0,2011-09-23,2011,9,23
7959,CULEX RESTUANS,T031,41.801497999999995,-87.763416,6,0,2011-09-23,2011,9,23
7960,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,1,0,2011-09-23,2011,9,23
7961,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,2,0,2011-09-23,2011,9,23
7962,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,3,0,2011-09-23,2011,9,23
7963,CULEX RESTUANS,T090,41.868077,-87.666901,1,0,2011-09-23,2011,9,23
7964,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,4,0,2011-09-23,2011,9,23
7965,CULEX PIPIENS/RESTUANS,T145,41.878114000000004,-87.629798,3,0,2011-09-23,2011,9,23
7966,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,3,0,2011-09-23,2011,9,23
7967,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2011-09-23,2011,9,23
7968,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,32,0,2011-09-23,2011,9,23
7969,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,29,1,2011-09-23,2011,9,23
7970,CULEX RESTUANS,T151,41.916265,-87.800515,16,0,2011-09-23,2011,9,23
7971,CULEX PIPIENS,T151,41.916265,-87.800515,3,0,2011-09-23,2011,9,23
7972,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2011-09-23,2011,9,23
7973,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,2,0,2011-09-23,2011,9,23
7974,CULEX RESTUANS,T158,41.682587,-87.707973,1,0,2011-09-23,2011,9,23
7975,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,18,1,2011-09-23,2011,9,23
7976,CULEX RESTUANS,T218,41.948167,-87.730698,5,0,2011-09-23,2011,9,23
7977,CULEX PIPIENS,T218,41.948167,-87.730698,1,0,2011-09-23,2011,9,23
7978,CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,1,0,2011-09-23,2011,9,23
7979,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,43,1,2011-09-23,2011,9,23
7980,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,9,0,2011-09-23,2011,9,23
7981,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,46,1,2011-09-23,2011,9,23
7982,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,0,2011-09-23,2011,9,23
7983,CULEX RESTUANS,T013,41.923738,-87.785288,6,0,2011-09-23,2011,9,23
7984,CULEX PIPIENS,T013,41.923738,-87.785288,5,0,2011-09-23,2011,9,23
7985,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,2,0,2011-09-23,2011,9,23
7986,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,4,0,2011-09-23,2011,9,23
7987,CULEX SALINARIUS,T017,41.960615999999995,-87.777189,1,0,2011-09-23,2011,9,23
7988,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,1,0,2011-09-23,2011,9,23
7989,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,4,0,2011-09-23,2011,9,23
7990,CULEX PIPIENS,T061,41.801179,-87.679447,1,0,2011-09-23,2011,9,23
7991,CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188000000001,6,0,2011-09-23,2011,9,23
7992,CULEX PIPIENS/RESTUANS,T065,41.778296999999995,-87.752411,4,0,2011-09-23,2011,9,23
7993,CULEX RESTUANS,T065,41.778296999999995,-87.752411,1,0,2011-09-23,2011,9,23
7994,CULEX PIPIENS/RESTUANS,T066,41.77166,-87.703047,26,0,2011-09-23,2011,9,23
7995,CULEX RESTUANS,T066,41.77166,-87.703047,4,0,2011-09-23,2011,9,23
7996,CULEX RESTUANS,T073,41.773215,-87.60088,2,0,2011-09-23,2011,9,23
7997,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.66634300000001,2,0,2011-09-23,2011,9,23
7998,CULEX RESTUANS,T074,41.822536,-87.66634300000001,1,0,2011-09-23,2011,9,23
7999,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,2,0,2011-09-23,2011,9,23
8000,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,3,0,2011-09-23,2011,9,23
8001,CULEX RESTUANS,T080,41.754676,-87.612922,1,0,2011-09-23,2011,9,23
8002,CULEX RESTUANS,T083,41.754292,-87.590773,1,0,2011-09-23,2011,9,23
8003,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,19,0,2011-09-23,2011,9,23
8004,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,34,0,2011-09-23,2011,9,23
8005,CULEX RESTUANS,T114,41.798697,-87.736812,12,0,2011-09-23,2011,9,23
8006,CULEX PIPIENS/RESTUANS,T155,41.776156,-87.778927,4,0,2011-09-23,2011,9,23
8007,CULEX PIPIENS/RESTUANS,T115,41.673408,-87.599862,5,0,2011-09-23,2011,9,23
8008,CULEX RESTUANS,T115,41.673408,-87.599862,1,0,2011-09-23,2011,9,23
8009,CULEX PIPIENS/RESTUANS,T138,41.726465000000005,-87.585413,4,0,2011-09-23,2011,9,23
8010,CULEX PIPIENS/RESTUANS,T209,41.740641,-87.546587,2,0,2011-09-23,2011,9,23
8011,CULEX PIPIENS/RESTUANS,T212,41.680946,-87.535198,1,0,2011-09-23,2011,9,23
8012,CULEX RESTUANS,T212,41.680946,-87.535198,2,0,2011-09-23,2011,9,23
8013,CULEX PIPIENS/RESTUANS,T128,41.704572,-87.56566600000001,1,0,2011-09-23,2011,9,23
8014,CULEX PIPIENS/RESTUANS,T102,41.750498,-87.605294,3,0,2011-09-23,2011,9,23
8015,CULEX PIPIENS,T102,41.750498,-87.605294,1,0,2011-09-23,2011,9,23
8016,CULEX SALINARIUS,T102,41.750498,-87.605294,1,0,2011-09-23,2011,9,23
8017,CULEX PIPIENS/RESTUANS,T027,41.984809000000006,-87.728492,7,0,2011-09-23,2011,9,23
8018,CULEX TERRITANS,T027,41.984809000000006,-87.728492,1,0,2011-09-23,2011,9,23
8019,CULEX PIPIENS/RESTUANS,T009,41.992478000000006,-87.862995,1,0,2011-09-23,2011,9,23
8020,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,6,0,2011-09-23,2011,9,23
8021,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,47,0,2011-09-23,2011,9,23
8022,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,17,0,2011-09-23,2011,9,23
8023,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,5,0,2011-09-23,2011,9,23
8024,CULEX PIPIENS/RESTUANS,T900,41.974689,-87.890615,21,0,2011-09-23,2011,9,23
8025,CULEX RESTUANS,T900,41.974689,-87.890615,1,0,2011-09-23,2011,9,23
8026,CULEX RESTUANS,T900,41.974689,-87.890615,2,0,2011-09-23,2011,9,23
8027,CULEX RESTUANS,T900,41.974689,-87.890615,3,0,2011-09-23,2011,9,23
8028,CULEX RESTUANS,T900,41.974689,-87.890615,20,0,2011-09-23,2011,9,23
8029,CULEX PIPIENS/RESTUANS,T903,41.957799,-87.930995,2,0,2011-09-23,2011,9,23
8030,CULEX RESTUANS,T903,41.957799,-87.930995,6,0,2011-09-23,2011,9,23
8031,CULEX PIPIENS,T903,41.957799,-87.930995,1,0,2011-09-23,2011,9,23
8032,CULEX PIPIENS/RESTUANS,T222,41.925197999999995,-87.746381,1,0,2011-09-23,2011,9,23
8033,CULEX RESTUANS,T222,41.925197999999995,-87.746381,1,0,2011-09-23,2011,9,23
8034,CULEX PIPIENS/RESTUANS,T223,41.973845000000004,-87.805059,24,1,2011-09-23,2011,9,23
8035,CULEX RESTUANS,T223,41.973845000000004,-87.805059,2,0,2011-09-23,2011,9,23
