,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Datetime,yr,mo,day
1454,1,65,54,60,11,47,53,0.0,0.10,29.20,29.94,10.0,21,11.4,2010-10-23,2010,10,23
1456,1,72,54,63,14,53,57,0.0,0.05,28.98,29.74,8.4,21,9.6,2010-10-24,2010,10,24
1458,1,72,56,64,16,56,60,0.0,0.00,28.74,29.50,11.6,19,12.4,2010-10-25,2010,10,25
1460,1,70,54,62,14,47,53,0.0,0.24,28.55,29.25,24.1,21,26.3,2010-10-26,2010,10,26
1462,1,65,43,54, 6,32,44,0.0,0.00,28.92,29.59,21.8,24,23.2,2010-10-27,2010,10,27
1464,1,46,39,43,-4,31,38,0.0,  T,29.43,30.10,13.7,28,14.1,2010-10-28,2010,10,28
1466,1,50,31,41,-6,27,36,0.0,0.00,29.48,30.24,6.2,24,8.9,2010-10-29,2010,10,29
1468,1,63,42,53, 7,32,42,0.0,0.00,29.14,29.88,6.5,25,13.3,2010-10-30,2010,10,30
1470,1,52,36,44,-2,30,38,0.0,0.00,29.49,30.20,5.8,1,6.9,2010-10-31,2010,10,31
1472,1,63,47,55, 2,37,47,0.0,0.00,29.26,29.95,11.4,26,11.9,2011-05-01,2011,5,1
1474,1,59,42,51,-3,31,42,0.0,0.00,29.46,30.17,5.3,36,9.9,2011-05-02,2011,5,2
1476,1,50,37,44,-10,31,38,0.0,  T,29.50,30.23,6.7,3,7.6,2011-05-03,2011,5,3
1478,1,59,37,48,-6,29,40,0.0,0.00,29.63,30.37,4.6,3,7.6,2011-05-04,2011,5,4
1480,1,63,35,49,-6,40,46,0.0,0.06,29.33,30.12,10.9,20,11.5,2011-05-05,2011,5,5
1482,1,68,44,56, 1,39,48,0.0,  T,29.11,29.87,6.8,28,7.8,2011-05-06,2011,5,6
1484,1,60,43,52,-3,44,48,0.0,  T,29.13,29.85,5.1,5,6.9,2011-05-07,2011,5,7
1486,1,68,39,54,-2,43,49,0.0,0.00,29.27,29.98,6.6,6,7.2,2011-05-08,2011,5,8
1488,1,73,47,60, 4,45,53,0.0,  T,29.15,29.89,14.3,11,14.7,2011-05-09,2011,5,9
1490,1,90,62,76,20,61,66,0.0,0.00,29.00,29.72,6.2,14,8.6,2011-05-10,2011,5,10
1492,1,87,63,75,18,66,68,0.0,0.13,29.10,29.80,3.5,14,6.6,2011-05-11,2011,5,11
1494,1,86,58,72,15,63,66,0.0,0.29,29.08,29.79,5.6,19,8.1,2011-05-12,2011,5,12
1496,1,77,47,62, 4,54,56,0.0,0.02,29.00,29.73,10.1,3,11.0,2011-05-13,2011,5,13
1498,1,53,45,49,-9,47,48,0.0,0.31,29.01,29.73,16.7,2,16.9,2011-05-14,2011,5,14
1500,1,46,41,44,-14,36,41,0.0,0.31,29.15,29.86,21.4,2,21.4,2011-05-15,2011,5,15
1502,1,52,37,45,-14,30,40,0.0,0.00,29.28,30.01,13.5,2,13.9,2011-05-16,2011,5,16
1504,1,60,40,50,-9,33,43,0.0,0.00,29.21,29.96,12.2,3,12.7,2011-05-17,2011,5,17
1506,1,57,49,53,-7,48,49,0.0,0.07,29.16,29.89,6.2,2,7.1,2011-05-18,2011,5,18
1508,1,72,49,61, 1,53,56,0.0,0.00,29.29,30.00,3.6,2,5.8,2011-05-19,2011,5,19
1510,1,73,50,62, 1,54,57,0.0,0.00,29.30,30.03,5.5,6,6.0,2011-05-20,2011,5,20
1512,1,75,50,63, 2,59,62,0.0,0.01,29.13,29.87,7.0,15,8.1,2011-05-21,2011,5,21
1514,1,87,61,74,13,60,64,  T,0.58,28.95,29.70,10.3,19,11.4,2011-05-22,2011,5,22
1516,1,79,60,70, 9,59,64,0.0,  T,28.92,29.62,10.0,25,11.3,2011-05-23,2011,5,23
1518,1,66,47,57,-5,47,51,0.0,0.11,29.15,29.86,12.0,4,12.4,2011-05-24,2011,5,24
1520,1,67,47,57,-5,52,53,0.0,2.24,28.92,29.67,10.7,3,11.7,2011-05-25,2011,5,25
1522,1,49,43,46,-16,40,43,0.0,1.06,29.15,29.84,17.7,2,17.8,2011-05-26,2011,5,26
1524,1,58,40,49,-13,41,46,0.0,  T,29.21,29.93,7.3,5,8.7,2011-05-27,2011,5,27
1526,1,62,51,57,-6,55,55,0.0,0.12,29.10,29.83,6.0,18,6.7,2011-05-28,2011,5,28
1528,1,70,52,61,-3,59,60,0.0,1.88,29.16,29.86,3.6,11,5.7,2011-05-29,2011,5,29
1530,1,88,56,72, 8,65,69,0.0,0.00,29.26,29.97,12.4,20,12.8,2011-05-30,2011,5,30
1532,1,85,69,77,13,64,68,0.0,0.08,29.34,30.04,12.4,22,13.2,2011-05-31,2011,5,31
1534,1,81,59,70, 6,49,59,0.0,0.00,29.44,30.17,10.7,27,10.5,2011-06-01,2011,6,1
1536,1,69,56,63,-1,44,53,0.0,0.02,29.45,30.19,9.0,6,9.4,2011-06-02,2011,6,2
1538,1,87,55,71, 7,62,67,0.0,0.01,29.31,30.04,10.8,17,11.5,2011-06-03,2011,6,3
1540,1,92,64,78,14,64,68,0.0,0.18,29.31,30.02,1.4,26,8.5,2011-06-04,2011,6,4
1542,1,85,60,73, 8,55,62,0.0,  T,29.36,30.08,3.1,7,5.4,2011-06-05,2011,6,5
1544,1,93,60,77,11,64,69,0.0,0.00,29.15,29.89,8.5,20,9.7,2011-06-06,2011,6,6
1546,1,96,75,86,20,65,72,0.0,0.00,29.11,29.82,10.3,23,10.6,2011-06-07,2011,6,7
1548,1,95,66,81,15,64,71,0.0,0.17,29.13,29.81,11.6,24,13.4,2011-06-08,2011,6,8
1550,1,69,50,60,-6,52,55,  T,0.93,29.28,30.00,8.0,4,12.5,2011-06-09,2011,6,9
1552,1,69,51,60,-7,56,57,0.0,0.52,29.21,29.94,6.4,3,8.0,2011-06-10,2011,6,10
1554,1,62,52,57,-10,54,55,0.0,0.03,29.24,29.95,4.7,5,5.7,2011-06-11,2011,6,11
1556,1,64,50,57,-11,45,52,0.0,0.00,29.38,30.10,8.3,3,8.9,2011-06-12,2011,6,12
1558,1,72,54,63,-5,43,53,0.0,0.00,29.39,30.11,7.5,6,7.8,2011-06-13,2011,6,13
1560,1,77,53,65,-3,49,56,0.0,0.00,29.25,30.01,7.8,9,8.6,2011-06-14,2011,6,14
1562,1,71,57,64,-4,59,61,0.0,0.80,29.00,29.73,9.2,15,11.2,2011-06-15,2011,6,15
1564,1,81,61,71, 2,59,63,0.0,0.04,29.05,29.76,5.5,29,7.5,2011-06-16,2011,6,16
1566,1,82,60,71, 2,60,64,0.0,0.00,29.13,29.83,5.8,6,6.6,2011-06-17,2011,6,17
1568,1,84,61,73, 3,62,65,0.0,0.00,29.10,29.82,4.6,6,6.4,2011-06-18,2011,6,18
1570,1,81,63,72, 2,65,68,0.0,0.00,29.03,29.75,4.1,11,5.2,2011-06-19,2011,6,19
1572,1,79,65,72, 2,67,69,0.0,0.18,29.01,29.72,6.2,16,8.1,2011-06-20,2011,6,20
1574,1,89,66,78, 8,70,72,0.0,0.45,28.92,29.64,11.5,18,12.1,2011-06-21,2011,6,21
1576,1,73,64,69,-1,63,65,0.0,0.02,28.89,29.59,12.6,21,13.4,2011-06-22,2011,6,22
1578,1,71,62,67,-3,59,62,0.0,0.01,28.90,29.60,11.4,26,12.7,2011-06-23,2011,6,23
1580,1,68,60,64,-7,56,59,0.0,0.00,29.08,29.76,9.4,29,9.6,2011-06-24,2011,6,24
1582,1,79,58,69,-2,53,60,0.0,0.00,29.21,29.92,2.5,10,4.6,2011-06-25,2011,6,25
1584,1,81,57,69,-2,53,60,0.0,0.00,29.23,29.94,5.8,9,6.9,2011-06-26,2011,6,26
1586,1,81,65,73, 2,63,67,0.0,0.03,29.08,29.80,6.9,21,10.8,2011-06-27,2011,6,27
1588,1,81,63,72, 1,54,61,0.0,0.00,29.28,29.98,9.1,30,9.6,2011-06-28,2011,6,28
1590,1,81,59,70,-1,56,62,0.0,0.00,29.35,30.06,3.7,8,5.4,2011-06-29,2011,6,29
1592,1,88,60,74, 2,62,67,0.0,  T,29.28,30.00,8.2,17,9.4,2011-06-30,2011,6,30
1594,1,89,72,81, 9,62,68,0.0,0.00,29.24,29.96,14.3,18,14.9,2011-07-01,2011,7,1
1596,1,94,71,83,11,70,74,0.0,0.00,29.25,29.95,3.9,24,8.3,2011-07-02,2011,7,2
1598,1,84,69,77, 5,57,65,0.0,0.00,29.28,29.98,4.7,2,5.9,2011-07-03,2011,7,3
1600,1,89,65,77, 5,55,64,0.0,0.00,29.26,29.97,2.9,5,4.3,2011-07-04,2011,7,4
1602,1,91,68,80, 8,60,68,0.0,0.00,29.25,29.96,5.2,28,6.2,2011-07-05,2011,7,5
1604,1,86,70,78, 6,61,67,0.0,  T,29.27,29.97,5.7,4,7.5,2011-07-06,2011,7,6
1606,1,82,63,73, 1,53,62,0.0,  T,29.22,29.95,5.1,7,6.2,2011-07-07,2011,7,7
1608,1,86,61,74, 1,51,62,0.0,0.00,29.17,29.88,5.1,6,6.0,2011-07-08,2011,7,8
1610,1,91,61,76, 3,58,66,0.0,0.00,29.21,29.92,5.2,19,5.9,2011-07-09,2011,7,9
1612,1,91,74,83,10,68,72,0.0,  T,29.18,29.89,9.3,19,9.7,2011-07-10,2011,7,10
1614,1,88,71,80, 7,71,74,0.0,0.39,29.12,29.82,5.5,25,8.5,2011-07-11,2011,7,11
1616,1,87,70,79, 6,63,69,0.0,0.01,29.25,29.94,5.6,2,7.7,2011-07-12,2011,7,12
1618,1,74,63,69,-4,57,62,0.0,0.00,29.35,30.06,10.5,4,10.9,2011-07-13,2011,7,13
1620,1,82,59,71,-2,56,63,0.0,0.00,29.30,30.02,6.5,10,8.0,2011-07-14,2011,7,14
1622,1,87,70,79, 5,60,66,0.0,  T,29.27,29.98,5.4,9,6.7,2011-07-15,2011,7,15
1624,1,89,71,80, 6,61,68,0.0,  T,29.32,30.02,3.4,19,4.3,2011-07-16,2011,7,16
1626,1,95,69,82, 8,69,74,0.0,0.00,29.35,30.06,6.2,22,6.4,2011-07-17,2011,7,17
1628,1,92,80,86,12,75,78,0.0,0.01,29.23,29.96,10.6,25,10.8,2011-07-18,2011,7,18
1630,1,93,78,86,12,72,76,0.0,0.00,29.17,29.89,4.5,7,6.2,2011-07-19,2011,7,19
1632,1,99,73,86,12,73,77,0.0,0.02,29.08,29.80,9.0,23,10.7,2011-07-20,2011,7,20
1634,1,99,75,87,13,70,76,0.0,0.02,29.10,29.80,6.2,28,8.8,2011-07-21,2011,7,21
1636,1,88,70,79, 5,70,73,0.0,1.55,29.18,29.88,1.7,9,9.0,2011-07-22,2011,7,22
1638,1,87,70,79, 5,70,73,0.0,6.86,29.23,29.95,0.8,30,5.3,2011-07-23,2011,7,23
1640,1,87,72,80, 6,70,73,0.0,0.18,29.26,29.97,1.5,23,6.4,2011-07-24,2011,7,24
1642,1,88,73,81, 7,66,71,0.0,0.00,29.20,29.91,3.4,32,6.5,2011-07-25,2011,7,25
1644,1,83,71,77, 3,63,68,0.0,0.00,29.18,29.88,6.3,5,8.5,2011-07-26,2011,7,26
1646,1,90,68,79, 5,66,70,0.0,0.71,29.13,29.85,6.2,16,9.5,2011-07-27,2011,7,27
1648,1,87,73,80, 6,71,74,0.0,0.70,29.20,29.89,3.2,23,6.8,2011-07-28,2011,7,28
1650,1,86,71,79, 5,67,71,0.0,0.70,29.28,29.98,4.3,4,5.9,2011-07-29,2011,7,29
1652,1,91,67,79, 5,64,70,0.0,0.00,29.35,30.05,2.4,13,3.4,2011-07-30,2011,7,30
1654,1,90,68,79, 5,69,73,0.0,0.00,29.35,30.06,4.9,25,5.0,2011-07-31,2011,7,31
1656,1,91,74,83,10,72,75,0.0,0.00,29.28,29.99,4.2,27,4.9,2011-08-01,2011,8,1
1658,1,93,74,84,11,73,76,0.0,0.43,29.04,29.77,8.3,21,9.1,2011-08-02,2011,8,2
1660,1,86,72,79, 6,67,71,0.0,0.00,29.11,29.81,6.9,2,8.0,2011-08-03,2011,8,3
1662,1,84,69,77, 4,66,69,0.0,0.00,29.25,29.94,5.3,5,6.0,2011-08-04,2011,8,4
1664,1,83,69,76, 3,68,71,0.0,  T,29.21,29.93,4.0,5,5.5,2011-08-05,2011,8,5
1666,1,85,72,79, 6,70,72,0.0,0.18,29.10,29.82,2.5,5,4.0,2011-08-06,2011,8,6
1668,1,86,68,77, 4,69,71,0.0,0.75,29.03,29.75,4.6,27,6.4,2011-08-07,2011,8,7
1670,1,80,68,74, 1,67,69,0.0,0.63,29.00,29.72,4.0,4,6.2,2011-08-08,2011,8,8
1672,1,80,64,72,-1,61,66,0.0,0.00,28.97,29.67,10.8,28,11.1,2011-08-09,2011,8,9
1674,1,77,61,69,-4,54,61,0.0,0.00,29.14,29.84,7.3,31,8.7,2011-08-10,2011,8,10
1676,1,81,57,69,-4,54,61,0.0,0.00,29.25,29.95,2.0,24,3.0,2011-08-11,2011,8,11
1678,1,81,60,71,-2,59,64,0.0,0.00,29.22,29.94,8.3,19,8.5,2011-08-12,2011,8,12
1680,1,83,62,73, 0,64,66,0.0,0.75,29.15,29.86,3.6,27,6.7,2011-08-13,2011,8,13
1682,1,75,62,69,-3,60,63,0.0,  T,29.24,29.95,10.4,36,11.7,2011-08-14,2011,8,14
1684,1,82,57,70,-2,55,62,0.0,0.00,29.28,29.98,2.4,2,4.9,2011-08-15,2011,8,15
1686,1,85,61,73, 1,58,64,0.0,0.00,29.32,30.03,2.9,18,3.9,2011-08-16,2011,8,16
1688,1,83,62,73, 1,63,67,0.0,0.00,29.31,30.02,5.6,22,6.0,2011-08-17,2011,8,17
1690,1,84,67,76, 4,60,66,0.0,0.00,29.23,29.96,2.3,4,5.2,2011-08-18,2011,8,18
1692,1,87,64,76, 5,63,68,0.0,0.00,29.18,29.89,3.3,14,5.2,2011-08-19,2011,8,19
1694,1,80,66,73, 2,67,69,0.0,1.11,29.22,29.92,1.3,21,3.4,2011-08-20,2011,8,20
1696,1,80,64,72, 1,58,63,0.0,  T,29.26,29.97,8.0,32,8.5,2011-08-21,2011,8,21
1698,1,82,59,71, 0,59,64,0.0,0.00,29.30,30.02,1.6,26,4.1,2011-08-22,2011,8,22
1700,1,73,62,68,-3,63,65,0.0,0.65,29.10,29.86,9.1,20,9.8,2011-08-23,2011,8,23
1702,1,92,69,81,10,65,70,0.0,0.00,28.99,29.70,8.2,27,10.7,2011-08-24,2011,8,24
1704,1,83,64,74, 4,59,64,0.0,0.00,29.26,29.95,4.1,36,7.3,2011-08-25,2011,8,25
1706,1,83,59,71, 1,58,63,0.0,0.00,29.26,29.98,1.9,26,3.3,2011-08-26,2011,8,26
1708,1,81,64,73, 3,62,66,0.0,0.00,29.21,29.93,8.2,2,9.2,2011-08-27,2011,8,27
1710,1,77,61,69,-1,57,61,0.0,0.00,29.22,29.93,7.0,2,7.9,2011-08-28,2011,8,28
1712,1,79,59,69,-1,56,62,0.0,0.00,29.31,30.01,1.4,2,3.5,2011-08-29,2011,8,29
1714,1,76,61,69,-1,56,62,0.0,0.04,29.33,30.03,5.3,15,6.3,2011-08-30,2011,8,30
1716,1,87,65,76, 7,64,68,0.0,  T,29.23,29.95,5.4,17,8.3,2011-08-31,2011,8,31
1718,1,93,71,82,14,71,75,0.0,0.00,29.20,29.91,5.2,21,5.9,2011-09-01,2011,9,1
1720,1,92,76,84,16,69,74,0.0,0.00,29.18,29.89,4.9,22,7.4,2011-09-02,2011,9,2
1722,1,89,69,79,11,67,71,0.0,0.02,29.16,29.87,2.5,29,6.2,2011-09-03,2011,9,3
1724,1,73,58,66,-2,54,60,0.0,0.00,29.24,29.94,10.5,32,11.5,2011-09-04,2011,9,4
1726,1,65,52,59,-8,45,52,0.0,0.00,29.39,30.10,14.2,1,14.8,2011-09-05,2011,9,5
1728,1,66,51,59,-8,46,52,0.0,0.00,29.44,30.16,9.5,3,10.1,2011-09-06,2011,9,6
1730,1,70,52,61,-6,47,54,0.0,0.00,29.42,30.16,10.2,1,10.8,2011-09-07,2011,9,7
1732,1,75,57,66, 0,53,59,0.0,  T,29.34,M,13.0,2,13.4,2011-09-08,2011,9,8
1734,1,72,60,66, 0,60,62,0.0,0.02,29.23,29.96,8.2,4,8.3,2011-09-09,2011,9,9
1736,1,78,56,67, 1,59,62,0.0,0.00,29.29,30.00,0.9,14,3.1,2011-09-10,2011,9,10
1738,1,83,57,70, 5,59,63,0.0,0.00,29.27,29.99,5.1,27,5.5,2011-09-11,2011,9,11
1740,1,86,64,75,10,59,65,0.0,0.00,29.18,29.91,10.5,23,10.9,2011-09-12,2011,9,12
1742,1,73,56,65, 0,54,59,0.0,0.00,29.20,29.90,4.9,31,8.7,2011-09-13,2011,9,13
1744,1,58,47,53,-11,43,49,0.0,0.08,29.39,30.09,6.3,34,7.3,2011-09-14,2011,9,14
1746,1,59,42,51,-13,35,44,0.0,0.00,29.61,30.33,7.4,1,8.5,2011-09-15,2011,9,15
1748,1,58,46,52,-12,40,47,0.0,0.00,29.59,30.33,1.4,8,3.3,2011-09-16,2011,9,16
1750,1,68,50,59,-5,45,52,0.0,0.00,29.53,30.27,7.7,11,8.9,2011-09-17,2011,9,17
1752,1,65,55,60,-4,55,57,0.0,0.43,29.34,30.11,8.9,15,9.5,2011-09-18,2011,9,18
1754,1,69,54,62,-1,58,60,0.0,0.24,29.24,29.96,4.1,29,5.8,2011-09-19,2011,9,19
1756,1,74,49,62, 0,54,58,0.0,0.00,29.26,M,7.3,18,7.3,2011-09-20,2011,9,20
1758,1,71,56,64, 2,49,56,0.0,  T,29.23,29.95,10.2,25,11.0,2011-09-21,2011,9,21
1760,1,64,51,58,-4,47,52,0.0,0.00,29.36,30.08,4.6,27,6.9,2011-09-22,2011,9,22
1762,1,62,48,55,-6,44,49,0.0,0.00,29.33,30.06,5.9,36,7.0,2011-09-23,2011,9,23
1764,1,62,51,57,-4,49,51,0.0,0.14,29.26,29.99,3.6,3,4.6,2011-09-24,2011,9,24
1766,1,64,51,58,-3,53,55,0.0,0.08,29.13,29.87,4.1,14,5.5,2011-09-25,2011,9,25
1768,1,60,53,57,-3,51,53,0.0,1.21,28.92,29.65,8.8,18,15.4,2011-09-26,2011,9,26
1770,1,63,54,59,-1,53,55,0.0,0.31,29.00,29.71,4.3,6,8.3,2011-09-27,2011,9,27
1772,1,63,53,58,-1,54,55,0.0,0.77,29.07,29.78,6.5,32,7.0,2011-09-28,2011,9,28
1774,1,66,49,58,-1,51,53,0.0,0.06,28.98,29.70,11.7,28,13.5,2011-09-29,2011,9,29
1776,1,57,45,51,-8,41,47,0.0,0.09,29.32,30.01,14.6,34,15.0,2011-09-30,2011,9,30
1778,1,56,42,49,-9,40,45,0.0,  T,29.53,30.26,9.6,36,10.3,2011-10-01,2011,10,1
1780,1,66,41,54,-4,38,46,0.0,0.00,29.47,30.22,4.7,32,5.4,2011-10-02,2011,10,2
1782,1,69,44,57, 0,45,50,0.0,0.00,29.48,30.21,3.4,3,5.0,2011-10-03,2011,10,3
1784,1,76,43,60, 3,47,52,0.0,0.00,29.52,30.25,1.1,16,2.3,2011-10-04,2011,10,4
1786,1,80,49,65, 8,48,55,0.0,0.00,29.49,30.22,1.9,18,3.2,2011-10-05,2011,10,5
1788,1,81,50,66,10,51,58,0.0,0.00,29.50,30.23,3.8,15,4.6,2011-10-06,2011,10,6
1790,1,84,54,69,13,53,59,0.0,0.00,29.52,30.25,7.5,18,7.7,2011-10-07,2011,10,7
1792,1,82,54,68,12,54,60,0.0,0.00,29.56,30.27,7.2,19,7.6,2011-10-08,2011,10,8
1794,1,80,52,66,11,51,58,0.0,0.00,29.55,30.29,2.8,9,3.8,2011-10-09,2011,10,9
1796,1,76,54,65,10,51,57,0.0,0.00,29.39,30.13,5.2,16,6.0,2011-10-10,2011,10,10
1798,1,79,57,68,14,54,60,0.0,0.00,29.23,29.97,4.1,15,4.9,2011-10-11,2011,10,11
1800,1,78,55,67,13,52,58,0.0,0.00,29.03,29.77,7.0,14,8.1,2011-10-12,2011,10,12
1802,1,66,52,59, 6,55,58,0.0,0.28,28.81,29.54,4.3,26,7.0,2011-10-13,2011,10,13
1804,1,62,48,55, 2,41,48,0.0,0.00,28.90,29.60,15.4,28,15.6,2011-10-14,2011,10,14
1806,1,62,47,55, 2,36,46,0.0,0.00,29.10,29.80,14.8,27,15.3,2011-10-15,2011,10,15
1808,1,62,48,55, 3,39,46,0.0,0.17,29.08,29.81,7.4,28,8.5,2011-10-16,2011,10,16
1810,1,59,41,50,-2,33,42,0.0,0.00,29.11,29.85,10.2,26,10.4,2011-10-17,2011,10,17
1812,1,54,41,48,-3,37,43,0.0,0.06,29.09,29.83,6.4,1,8.5,2011-10-18,2011,10,18
1814,1,49,44,47,-4,40,44,0.0,0.85,28.93,29.69,17.1,36,18.0,2011-10-19,2011,10,19
1816,1,47,43,45,-5,37,42,0.0,0.08,29.00,29.69,15.8,32,16.1,2011-10-20,2011,10,20
1818,1,55,38,47,-3,34,41,0.0,0.00,29.32,30.03,4.6,29,5.4,2011-10-21,2011,10,21
1820,1,66,34,50, 0,37,44,0.0,0.00,29.28,30.02,3.2,23,3.7,2011-10-22,2011,10,22
1822,1,68,38,53, 4,41,48,0.0,0.20,29.19,29.93,6.1,22,6.9,2011-10-23,2011,10,23
1824,1,63,45,54, 5,39,46,0.0,0.00,29.34,30.05,5.7,28,7.3,2011-10-24,2011,10,24
1826,1,74,45,60,12,46,53,0.0,0.02,29.11,29.86,7.6,19,11.9,2011-10-25,2011,10,25
1828,1,53,47,50, 2,42,46,0.0,0.00,29.19,29.91,12.4,36,12.6,2011-10-26,2011,10,26
1830,1,53,39,46,-2,37,42,0.0,0.12,29.34,30.04,3.6,35,5.8,2011-10-27,2011,10,27
1832,1,55,35,45,-2,33,40,0.0,0.03,29.36,30.10,4.9,22,5.6,2011-10-28,2011,10,28
1834,1,55,34,45,-2,30,38,0.0,0.00,29.34,30.07,4.6,28,5.2,2011-10-29,2011,10,29
1836,1,57,33,45,-1,36,41,0.0,0.17,29.27,30.02,10.6,19,11.1,2011-10-30,2011,10,30
1838,1,53,36,45,-1,36,40,0.0,0.00,29.34,30.06,3.9,25,4.8,2011-10-31,2011,10,31
1840,1,65,49,57, 4,52,55,0.0,0.09,29.18,29.92,6.2,12,7.7,2012-05-01,2012,5,1
1842,1,80,58,69,15,60,64,0.0,0.00,29.12,29.84,8.1,21,10.1,2012-05-02,2012,5,2
1844,1,86,66,76,22,65,69,  T,1.34,29.16,29.86,10.8,21,12.0,2012-05-03,2012,5,3
1846,1,73,55,64,10,55,58,0.0,0.28,29.23,29.94,5.2,5,9.2,2012-05-04,2012,5,4
1848,1,60,52,56, 1,52,54,0.0,  T,29.29,30.01,8.0,4,8.3,2012-05-05,2012,5,5
1850,1,70,51,61, 6,53,56,0.0,0.80,29.22,29.94,5.0,6,8.5,2012-05-06,2012,5,6
1852,1,64,52,58, 3,55,57,0.0,0.47,29.15,29.87,2.3,34,5.4,2012-05-07,2012,5,7
1854,1,70,52,61, 5,45,53,0.0,0.00,29.13,29.86,8.3,28,8.9,2012-05-08,2012,5,8
1856,1,60,47,54,-2,43,49,0.0,0.06,29.20,29.92,4.2,1,7.6,2012-05-09,2012,5,9
1858,1,67,46,57, 1,34,46,0.0,0.00,29.29,30.00,3.2,5,7.5,2012-05-10,2012,5,10
1860,1,78,43,61, 4,40,52,0.0,0.00,29.36,30.08,9.3,20,9.5,2012-05-11,2012,5,11
1862,1,69,53,61, 4,42,51,0.0,0.03,29.51,30.22,5.7,3,9.3,2012-05-12,2012,5,12
1864,1,72,50,61, 3,31,48,0.0,0.00,29.45,30.18,7.4,4,7.8,2012-05-13,2012,5,13
1866,1,82,43,63, 5,36,51,0.0,0.00,29.31,30.05,2.5,19,5.2,2012-05-14,2012,5,14
1868,1,86,57,72,14,45,57,0.0,0.05,29.18,29.90,6.9,25,12.6,2012-05-15,2012,5,15
1870,1,65,50,58,-1,33,46,0.0,0.00,29.38,30.09,9.6,5,10.5,2012-05-16,2012,5,16
1872,1,74,45,60, 1,39,50,0.0,0.00,29.38,30.10,5.3,11,5.8,2012-05-17,2012,5,17
1874,1,85,53,69, 9,41,54,0.0,0.00,29.29,30.02,8.7,16,9.2,2012-05-18,2012,5,18
1876,1,92,59,76,16,53,62,0.0,0.00,29.29,30.00,8.2,17,9.1,2012-05-19,2012,5,19
1878,1,93,65,79,18,57,65,0.0,0.14,29.28,29.98,8.2,22,11.6,2012-05-20,2012,5,20
1880,1,67,54,61, 0,44,52,0.0,0.00,29.39,30.11,11.6,1,12.6,2012-05-21,2012,5,21
1882,1,71,50,61, 0,41,51,0.0,0.00,29.28,30.02,6.1,5,7.2,2012-05-22,2012,5,22
1884,1,82,47,65, 4,42,54,0.0,0.00,29.10,29.84,6.6,16,6.9,2012-05-23,2012,5,23
1886,1,90,64,77,15,53,63,0.0,0.00,28.97,29.69,17.5,18,17.7,2012-05-24,2012,5,24
1888,1,83,65,74,12,49,59,0.0,0.00,29.31,29.98,3.4,3,10.0,2012-05-25,2012,5,25
1890,1,86,60,73,11,54,61,0.0,  T,29.37,30.07,9.6,7,11.2,2012-05-26,2012,5,26
1892,1,97,70,84,22,59,68,0.0,0.00,29.16,29.90,8.7,18,10.1,2012-05-27,2012,5,27
1894,1,95,77,86,23,60,69,0.0,  T,29.03,29.75,13.4,22,14.0,2012-05-28,2012,5,28
1896,1,85,61,73, 9,46,59,0.0,0.00,29.10,29.81,11.1,28,12.2,2012-05-29,2012,5,29
1898,1,70,53,62,-2,46,53,0.0,0.00,29.22,29.91,5.4,36,9.6,2012-05-30,2012,5,30
1900,1,54,47,51,-13,45,48,0.0,1.12,29.20,29.95,10.3,4,11.0,2012-05-31,2012,5,31
1902,1,65,49,57,-7,43,49,0.0,0.01,29.07,29.80,7.3,36,9.9,2012-06-01,2012,6,1
1904,1,76,49,63,-1,46,55,0.0,0.00,29.03,29.75,10.6,26,10.8,2012-06-02,2012,6,2
1906,1,81,57,69, 5,48,58,0.0,  T,29.10,29.81,9.5,28,9.7,2012-06-03,2012,6,3
1908,1,75,59,67, 3,47,56,0.0,  T,29.18,29.89,7.5,4,8.2,2012-06-04,2012,6,4
1910,1,70,57,64,-1,49,56,0.0,0.00,29.29,30.00,8.9,4,9.2,2012-06-05,2012,6,5
1912,1,76,52,64,-2,46,55,0.0,0.00,29.36,30.07,6.2,4,6.5,2012-06-06,2012,6,6
1914,1,82,54,68, 2,44,56,0.0,0.00,29.38,30.09,2.2,10,4.5,2012-06-07,2012,6,7
1916,1,88,54,71, 5,49,60,0.0,0.00,29.26,29.99,7.2,25,7.7,2012-06-08,2012,6,8
1918,1,90,65,78,12,50,62,0.0,0.00,29.18,29.90,9.3,22,10.1,2012-06-09,2012,6,9
1920,1,93,67,80,13,56,66,0.0,0.00,29.20,29.90,11.9,19,12.3,2012-06-10,2012,6,10
1922,1,90,70,80,13,62,68,0.0,  T,29.12,29.82,8.9,23,11.1,2012-06-11,2012,6,11
1924,1,78,59,69, 1,46,57,0.0,0.00,29.34,30.03,7.0,33,10.5,2012-06-12,2012,6,12
1926,1,72,54,63,-5,45,55,0.0,0.00,29.43,30.15,7.2,8,7.5,2012-06-13,2012,6,13
1928,1,87,56,72, 4,48,59,0.0,0.00,29.34,30.08,7.9,13,9.0,2012-06-14,2012,6,14
1930,1,94,59,77, 9,49,62,0.0,0.00,29.33,30.04,8.2,16,9.7,2012-06-15,2012,6,15
1932,1,94,69,82,13,60,68,0.0,0.31,29.23,29.95,10.0,20,11.3,2012-06-16,2012,6,16
1934,1,87,69,78, 9,59,66,0.0,0.11,29.13,29.85,5.7,23,7.1,2012-06-17,2012,6,17
